SalesOrderNumber,ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,SalesAmount
SO56635,537,20230422,20230504,20230429,11859,35.00
SO56635,480,20230422,20230504,20230429,11859,2.29
SO56636,485,20230422,20230504,20230429,15859,21.98
SO56636,480,20230422,20230504,20230429,15859,2.29
SO56637,363,20230422,20230504,20230429,12930,2294.99
SO56637,537,20230422,20230504,20230429,12930,35.00
SO56637,480,20230422,20230504,20230429,12930,2.29
SO56638,567,20230422,20230504,20230429,27883,742.35
SO56638,530,20230422,20230504,20230429,27883,4.99
SO56638,541,20230422,20230504,20230429,27883,28.99
SO56638,480,20230422,20230504,20230429,27883,2.29
SO56639,561,20230422,20230504,20230429,29184,2384.07
SO56639,530,20230422,20230504,20230429,29184,4.99
SO56639,541,20230422,20230504,20230429,29184,28.99
SO56639,480,20230422,20230504,20230429,29184,2.29
SO56640,372,20230422,20230504,20230429,18930,2443.35
SO56640,479,20230422,20230504,20230429,18930,8.99
SO56640,477,20230422,20230504,20230429,18930,4.99
SO56641,384,20230422,20230504,20230429,19983,1120.49
SO56642,606,20230422,20230504,20230429,21126,539.99
SO56642,538,20230422,20230504,20230429,21126,21.49
SO56642,529,20230422,20230504,20230429,21126,3.99
SO56643,563,20230422,20230504,20230429,14791,2384.07
SO56643,479,20230422,20230504,20230429,14791,8.99
SO56643,477,20230422,20230504,20230429,14791,4.99
SO56643,467,20230422,20230504,20230429,14791,24.49
SO56644,384,20230423,20230505,20230430,23546,1120.49
SO56644,222,20230423,20230505,20230430,23546,34.99
SO56645,528,20230423,20230505,20230430,25818,4.99
SO56645,225,20230423,20230505,20230430,25818,8.99
SO56645,485,20230423,20230505,20230430,25818,21.98
SO56646,478,20230423,20230505,20230430,28959,9.99
SO56646,477,20230423,20230505,20230430,28959,4.99
SO56647,541,20230423,20230505,20230430,16032,28.99
SO56647,530,20230423,20230505,20230430,16032,4.99
SO56647,214,20230423,20230505,20230430,16032,34.99
SO56648,486,20230423,20230505,20230430,12678,159.00
SO56649,582,20230423,20230505,20230430,24723,1700.99
SO56649,539,20230423,20230505,20230430,24723,24.99
SO56649,473,20230423,20230505,20230430,24723,63.50
SO56649,529,20230423,20230505,20230430,24723,3.99
SO56650,599,20230423,20230505,20230430,17747,539.99
SO56650,485,20230423,20230505,20230430,17747,21.98
SO56651,489,20230423,20230505,20230430,11658,53.99
SO56651,225,20230423,20230505,20230430,11658,8.99
SO56652,530,20230423,20230505,20230430,28287,4.99
SO56652,217,20230423,20230505,20230430,28287,34.99
SO56652,473,20230423,20230505,20230430,28287,63.50
SO56653,530,20230423,20230505,20230430,11530,4.99
SO56654,539,20230423,20230505,20230430,11502,24.99
SO56654,529,20230423,20230505,20230430,11502,3.99
SO56654,217,20230423,20230505,20230430,11502,34.99
SO56655,538,20230423,20230505,20230430,11498,21.49
SO56656,528,20230423,20230505,20230430,26492,4.99
SO56656,535,20230423,20230505,20230430,26492,24.99
SO56657,540,20230423,20230505,20230430,24768,32.60
SO56658,478,20230423,20230505,20230430,20489,9.99
SO56658,477,20230423,20230505,20230430,20489,4.99
SO56658,222,20230423,20230505,20230430,20489,34.99
SO56659,477,20230423,20230505,20230430,18354,4.99
SO56659,484,20230423,20230505,20230430,18354,7.95
SO56659,483,20230423,20230505,20230430,18354,120.00
SO56660,528,20230423,20230505,20230430,17335,4.99
SO56661,528,20230423,20230505,20230430,15331,4.99
SO56661,480,20230423,20230505,20230430,15331,2.29
SO56662,528,20230423,20230505,20230430,20500,4.99
SO56662,472,20230423,20230505,20230430,20500,63.50
SO56663,485,20230423,20230505,20230430,14441,21.98
SO56663,483,20230423,20230505,20230430,14441,120.00
SO56664,485,20230423,20230505,20230430,18054,21.98
SO56664,478,20230423,20230505,20230430,18054,9.99
SO56664,477,20230423,20230505,20230430,18054,4.99
SO56665,539,20230423,20230505,20230430,16302,24.99
SO56666,529,20230423,20230505,20230430,19259,3.99
SO56666,539,20230423,20230505,20230430,19259,24.99
SO56667,477,20230423,20230505,20230430,22560,4.99
SO56667,217,20230423,20230505,20230430,22560,34.99
SO56667,488,20230423,20230505,20230430,22560,53.99
SO56668,538,20230423,20230505,20230430,11475,21.49
SO56668,529,20230423,20230505,20230430,11475,3.99
SO56668,222,20230423,20230505,20230430,11475,34.99
SO56668,225,20230423,20230505,20230430,11475,8.99
SO56669,529,20230423,20230505,20230430,17652,3.99
SO56669,480,20230423,20230505,20230430,17652,2.29
SO56669,484,20230423,20230505,20230430,17652,7.95
SO56670,477,20230423,20230505,20230430,22457,4.99
SO56671,530,20230423,20230505,20230430,23949,4.99
SO56671,541,20230423,20230505,20230430,23949,28.99
SO56671,237,20230423,20230505,20230430,23949,49.99
SO56671,225,20230423,20230505,20230430,23949,8.99
SO56672,530,20230423,20230505,20230430,16454,4.99
SO56672,480,20230423,20230505,20230430,16454,2.29
SO56673,541,20230423,20230505,20230430,13816,28.99
SO56673,530,20230423,20230505,20230430,13816,4.99
SO56673,480,20230423,20230505,20230430,13816,2.29
SO56673,483,20230423,20230505,20230430,13816,120.00
SO56673,234,20230423,20230505,20230430,13816,49.99
SO56673,225,20230423,20230505,20230430,13816,8.99
SO56674,537,20230423,20230505,20230430,11649,35.00
SO56674,480,20230423,20230505,20230430,11649,2.29
SO56675,530,20230423,20230505,20230430,26232,4.99
SO56676,485,20230423,20230505,20230430,14075,21.98
SO56676,222,20230423,20230505,20230430,14075,34.99
SO56677,537,20230423,20230505,20230430,11805,35.00
SO56677,528,20230423,20230505,20230430,11805,4.99
SO56677,214,20230423,20230505,20230430,11805,34.99
SO56678,374,20230423,20230505,20230430,16364,2443.35
SO56678,529,20230423,20230505,20230430,16364,3.99
SO56678,540,20230423,20230505,20230430,16364,32.60
SO56678,480,20230423,20230505,20230430,16364,2.29
SO56679,590,20230423,20230505,20230430,14110,769.49
SO56679,478,20230423,20230505,20230430,14110,9.99
SO56679,477,20230423,20230505,20230430,14110,4.99
SO56679,217,20230423,20230505,20230430,14110,34.99
SO56680,589,20230423,20230505,20230430,14037,769.49
SO56680,474,20230423,20230505,20230430,14037,69.99
SO56680,225,20230423,20230505,20230430,14037,8.99
SO56680,228,20230423,20230505,20230430,14037,49.99
SO56681,359,20230423,20230505,20230430,11625,2294.99
SO56681,537,20230423,20230505,20230430,11625,35.00
SO56681,528,20230423,20230505,20230430,11625,4.99
SO56682,363,20230423,20230505,20230430,13093,2294.99
SO56682,537,20230423,20230505,20230430,13093,35.00
SO56682,528,20230423,20230505,20230430,13093,4.99
SO56683,590,20230423,20230505,20230430,11126,769.49
SO56683,485,20230423,20230505,20230430,11126,21.98
SO56683,480,20230423,20230505,20230430,11126,2.29
SO56684,584,20230423,20230505,20230430,20995,539.99
SO56684,481,20230423,20230505,20230430,20995,8.99
SO56685,606,20230423,20230505,20230430,28116,539.99
SO56685,477,20230423,20230505,20230430,28116,4.99
SO56685,479,20230423,20230505,20230430,28116,8.99
SO56685,473,20230423,20230505,20230430,28116,63.50
SO56686,575,20230423,20230505,20230430,29192,2384.07
SO56686,214,20230423,20230505,20230430,29192,34.99
SO56687,374,20230423,20230505,20230430,19089,2443.35
SO56687,540,20230423,20230505,20230430,19089,32.60
SO56687,529,20230423,20230505,20230430,19089,3.99
SO56687,222,20230423,20230505,20230430,19089,34.99
SO56688,355,20230423,20230505,20230430,12674,2319.99
SO56689,563,20230423,20230505,20230430,24346,2384.07
SO56689,541,20230423,20230505,20230430,24346,28.99
SO56689,530,20230423,20230505,20230430,24346,4.99
SO56689,487,20230423,20230505,20230430,24346,54.99
SO56690,606,20230423,20230505,20230430,22791,539.99
SO56690,529,20230423,20230505,20230430,22791,3.99
SO56690,538,20230423,20230505,20230430,22791,21.49
SO56690,214,20230423,20230505,20230430,22791,34.99
SO56691,388,20230423,20230505,20230430,19849,1120.49
SO56691,539,20230423,20230505,20230430,19849,24.99
SO56691,480,20230423,20230505,20230430,19849,2.29
SO56692,363,20230424,20230506,20230501,12634,2294.99
SO56692,480,20230424,20230506,20230501,12634,2.29
SO56693,363,20230424,20230506,20230501,11613,2294.99
SO56693,478,20230424,20230506,20230501,11613,9.99
SO56693,477,20230424,20230506,20230501,11613,4.99
SO56694,353,20230424,20230506,20230501,12297,2319.99
SO56694,478,20230424,20230506,20230501,12297,9.99
SO56694,477,20230424,20230506,20230501,12297,4.99
SO56694,217,20230424,20230506,20230501,12297,34.99
SO56694,231,20230424,20230506,20230501,12297,49.99
SO56695,535,20230424,20230506,20230501,13522,24.99
SO56696,535,20230424,20230506,20230501,12691,24.99
SO56696,463,20230424,20230506,20230501,12691,24.49
SO56697,539,20230424,20230506,20230501,15139,24.99
SO56698,529,20230424,20230506,20230501,18319,3.99
SO56698,538,20230424,20230506,20230501,18319,21.49
SO56698,214,20230424,20230506,20230501,18319,34.99
SO56699,537,20230424,20230506,20230501,21409,35.00
SO56700,538,20230424,20230506,20230501,20218,21.49
SO56700,529,20230424,20230506,20230501,20218,3.99
SO56700,480,20230424,20230506,20230501,20218,2.29
SO56701,528,20230424,20230506,20230501,24898,4.99
SO56701,480,20230424,20230506,20230501,24898,2.29
SO56702,482,20230424,20230506,20230501,24379,8.99
SO56702,477,20230424,20230506,20230501,24379,4.99
SO56703,541,20230424,20230506,20230501,19591,28.99
SO56703,530,20230424,20230506,20230501,19591,4.99
SO56703,484,20230424,20230506,20230501,19591,7.95
SO56704,480,20230424,20230506,20230501,15641,2.29
SO56705,380,20230424,20230506,20230501,16415,2443.35
SO56705,225,20230424,20230506,20230501,16415,8.99
SO56705,214,20230424,20230506,20230501,16415,34.99
SO56706,491,20230424,20230506,20230501,11701,53.99
SO56707,237,20230424,20230506,20230501,12067,49.99
SO56707,225,20230424,20230506,20230501,12067,8.99
SO56708,529,20230424,20230506,20230501,11500,3.99
SO56708,539,20230424,20230506,20230501,11500,24.99
SO56708,480,20230424,20230506,20230501,11500,2.29
SO56709,530,20230424,20230506,20230501,28043,4.99
SO56709,222,20230424,20230506,20230501,28043,34.99
SO56710,530,20230424,20230506,20230501,28011,4.99
SO56710,480,20230424,20230506,20230501,28011,2.29
SO56711,529,20230424,20230506,20230501,27399,3.99
SO56711,538,20230424,20230506,20230501,27399,21.49
SO56711,231,20230424,20230506,20230501,27399,49.99
SO56711,225,20230424,20230506,20230501,27399,8.99
SO56712,530,20230424,20230506,20230501,29045,4.99
SO56712,217,20230424,20230506,20230501,29045,34.99
SO56712,231,20230424,20230506,20230501,29045,49.99
SO56713,535,20230424,20230506,20230501,12136,24.99
SO56713,480,20230424,20230506,20230501,12136,2.29
SO56714,540,20230424,20230506,20230501,16876,32.60
SO56714,480,20230424,20230506,20230501,16876,2.29
SO56715,540,20230424,20230506,20230501,24440,32.60
SO56715,529,20230424,20230506,20230501,24440,3.99
SO56715,463,20230424,20230506,20230501,24440,24.49
SO56716,536,20230424,20230506,20230501,13231,29.99
SO56717,536,20230424,20230506,20230501,23451,29.99
SO56717,528,20230424,20230506,20230501,23451,4.99
SO56718,478,20230424,20230506,20230501,21325,9.99
SO56718,477,20230424,20230506,20230501,21325,4.99
SO56718,487,20230424,20230506,20230501,21325,54.99
SO56719,536,20230424,20230506,20230501,22990,29.99
SO56720,478,20230424,20230506,20230501,21250,9.99
SO56720,477,20230424,20230506,20230501,21250,4.99
SO56721,475,20230424,20230506,20230501,28964,69.99
SO56722,476,20230424,20230506,20230501,18888,69.99
SO56722,491,20230424,20230506,20230501,18888,53.99
SO56723,474,20230424,20230506,20230501,20286,69.99
SO56723,482,20230424,20230506,20230501,20286,8.99
SO56724,477,20230424,20230506,20230501,14119,4.99
SO56725,474,20230424,20230506,20230501,20741,69.99
SO56725,234,20230424,20230506,20230501,20741,49.99
SO56726,528,20230424,20230506,20230501,16299,4.99
SO56727,485,20230424,20230506,20230501,17200,21.98
SO56728,485,20230424,20230506,20230501,16200,21.98
SO56728,222,20230424,20230506,20230501,16200,34.99
SO56729,477,20230424,20230506,20230501,23219,4.99
SO56729,222,20230424,20230506,20230501,23219,34.99
SO56730,225,20230424,20230506,20230501,20041,8.99
SO56730,529,20230424,20230506,20230501,20041,3.99
SO56731,477,20230424,20230506,20230501,22540,4.99
SO56731,465,20230424,20230506,20230501,22540,24.49
SO56732,538,20230424,20230506,20230501,22513,21.49
SO56732,480,20230424,20230506,20230501,22513,2.29
SO56733,541,20230424,20230506,20230501,22870,28.99
SO56733,530,20230424,20230506,20230501,22870,4.99
SO56733,217,20230424,20230506,20230501,22870,34.99
SO56734,537,20230424,20230506,20230501,11686,35.00
SO56734,528,20230424,20230506,20230501,11686,4.99
SO56734,217,20230424,20230506,20230501,11686,34.99
SO56735,485,20230424,20230506,20230501,14085,21.98
SO56735,477,20230424,20230506,20230501,14085,4.99
SO56735,478,20230424,20230506,20230501,14085,9.99
SO56736,485,20230424,20230506,20230501,13170,21.98
SO56736,214,20230424,20230506,20230501,13170,34.99
SO56736,488,20230424,20230506,20230501,13170,53.99
SO56737,478,20230424,20230506,20230501,13493,9.99
SO56737,477,20230424,20230506,20230501,13493,4.99
SO56738,359,20230424,20230506,20230501,13221,2294.99
SO56738,485,20230424,20230506,20230501,13221,21.98
SO56738,214,20230424,20230506,20230501,13221,34.99
SO56739,353,20230424,20230506,20230501,11654,2319.99
SO56739,485,20230424,20230506,20230501,11654,21.98
SO56739,222,20230424,20230506,20230501,11654,34.99
SO56740,355,20230424,20230506,20230501,11624,2319.99
SO56741,361,20230424,20230506,20230501,13016,2294.99
SO56741,537,20230424,20230506,20230501,13016,35.00
SO56741,528,20230424,20230506,20230501,13016,4.99
SO56741,217,20230424,20230506,20230501,13016,34.99
SO56742,357,20230424,20230506,20230501,13083,2319.99
SO56742,485,20230424,20230506,20230501,13083,21.98
SO56742,225,20230424,20230506,20230501,13083,8.99
SO56743,357,20230424,20230506,20230501,12709,2319.99
SO56743,222,20230424,20230506,20230501,12709,34.99
SO56744,586,20230424,20230506,20230501,14770,742.35
SO56744,541,20230424,20230506,20230501,14770,28.99
SO56745,565,20230424,20230506,20230501,14778,742.35
SO56745,484,20230424,20230506,20230501,14778,7.95
SO56746,605,20230424,20230506,20230501,20998,539.99
SO56746,538,20230424,20230506,20230501,20998,21.49
SO56746,529,20230424,20230506,20230501,20998,3.99
SO56746,217,20230424,20230506,20230501,20998,34.99
SO56746,465,20230424,20230506,20230501,20998,24.49
SO56747,605,20230424,20230506,20230501,20993,539.99
SO56747,538,20230424,20230506,20230501,20993,21.49
SO56747,480,20230424,20230506,20230501,20993,2.29
SO56747,483,20230424,20230506,20230501,20993,120.00
SO56748,562,20230424,20230506,20230501,29113,2384.07
SO56748,541,20230424,20230506,20230501,29113,28.99
SO56748,530,20230424,20230506,20230501,29113,4.99
SO56748,214,20230424,20230506,20230501,29113,34.99
SO56749,573,20230424,20230506,20230501,29178,2384.07
SO56749,477,20230424,20230506,20230501,29178,4.99
SO56749,479,20230424,20230506,20230501,29178,8.99
SO56749,489,20230424,20230506,20230501,29178,53.99
SO56750,378,20230424,20230506,20230501,18928,2443.35
SO56750,479,20230424,20230506,20230501,18928,8.99
SO56750,477,20230424,20230506,20230501,18928,4.99
SO56750,214,20230424,20230506,20230501,18928,34.99
SO56750,463,20230424,20230506,20230501,18928,24.49
SO56751,361,20230424,20230506,20230501,12677,2294.99
SO56752,355,20230424,20230506,20230501,11994,2319.99
SO56752,487,20230424,20230506,20230501,11994,54.99
SO56753,604,20230424,20230506,20230501,22778,539.99
SO56753,538,20230424,20230506,20230501,22778,21.49
SO56753,480,20230424,20230506,20230501,22778,2.29
SO56753,486,20230424,20230506,20230501,22778,159.00
SO56754,390,20230424,20230506,20230501,19875,1120.49
SO56754,529,20230424,20230506,20230501,19875,3.99
SO56754,539,20230424,20230506,20230501,19875,24.99
SO56754,237,20230424,20230506,20230501,19875,49.99
SO56755,386,20230424,20230506,20230501,20001,1120.49
SO56755,222,20230424,20230506,20230501,20001,34.99
SO56756,390,20230424,20230506,20230501,23753,1120.49
SO56756,539,20230424,20230506,20230501,23753,24.99
SO56756,529,20230424,20230506,20230501,23753,3.99
SO56756,214,20230424,20230506,20230501,23753,34.99
SO56756,225,20230424,20230506,20230501,23753,8.99
SO56757,388,20230425,20230507,20230502,24909,1120.49
SO56757,539,20230425,20230507,20230502,24909,24.99
SO56757,529,20230425,20230507,20230502,24909,3.99
SO56758,355,20230425,20230507,20230502,12218,2319.99
SO56758,485,20230425,20230507,20230502,12218,21.98
SO56758,234,20230425,20230507,20230502,12218,49.99
SO56758,481,20230425,20230507,20230502,12218,8.99
SO56759,225,20230425,20230507,20230502,12943,8.99
SO56760,529,20230425,20230507,20230502,20605,3.99
SO56760,538,20230425,20230507,20230502,20605,21.49
SO56760,217,20230425,20230507,20230502,20605,34.99
SO56760,463,20230425,20230507,20230502,20605,24.49
SO56761,528,20230425,20230507,20230502,25217,4.99
SO56761,222,20230425,20230507,20230502,25217,34.99
SO56762,478,20230425,20230507,20230502,29301,9.99
SO56762,477,20230425,20230507,20230502,29301,4.99
SO56762,483,20230425,20230507,20230502,29301,120.00
SO56763,594,20230425,20230507,20230502,19504,564.99
SO56763,222,20230425,20230507,20230502,19504,34.99
SO56764,374,20230425,20230507,20230502,24549,2443.35
SO56764,540,20230425,20230507,20230502,24549,32.60
SO56764,529,20230425,20230507,20230502,24549,3.99
SO56764,217,20230425,20230507,20230502,24549,34.99
SO56765,234,20230425,20230507,20230502,12073,49.99
SO56765,225,20230425,20230507,20230502,12073,8.99
SO56766,530,20230425,20230507,20230502,28286,4.99
SO56767,529,20230425,20230507,20230502,29250,3.99
SO56767,539,20230425,20230507,20230502,29250,24.99
SO56767,481,20230425,20230507,20230502,29250,8.99
SO56768,535,20230425,20230507,20230502,25007,24.99
SO56768,480,20230425,20230507,20230502,25007,2.29
SO56769,535,20230425,20230507,20230502,26337,24.99
SO56769,528,20230425,20230507,20230502,26337,4.99
SO56770,529,20230425,20230507,20230502,24318,3.99
SO56770,540,20230425,20230507,20230502,24318,32.60
SO56770,217,20230425,20230507,20230502,24318,34.99
SO56771,535,20230425,20230507,20230502,11640,24.99
SO56771,528,20230425,20230507,20230502,11640,4.99
SO56771,222,20230425,20230507,20230502,11640,34.99
SO56771,225,20230425,20230507,20230502,11640,8.99
SO56771,231,20230425,20230507,20230502,11640,49.99
SO56772,476,20230425,20230507,20230502,11698,69.99
SO56772,231,20230425,20230507,20230502,11698,49.99
SO56773,475,20230425,20230507,20230502,11709,69.99
SO56774,477,20230425,20230507,20230502,18071,4.99
SO56774,471,20230425,20230507,20230502,18071,63.50
SO56775,477,20230425,20230507,20230502,17616,4.99
SO56776,485,20230425,20230507,20230502,14294,21.98
SO56776,222,20230425,20230507,20230502,14294,34.99
SO56776,467,20230425,20230507,20230502,14294,24.49
SO56777,529,20230425,20230507,20230502,12504,3.99
SO56777,540,20230425,20230507,20230502,12504,32.60
SO56777,463,20230425,20230507,20230502,12504,24.49
SO56778,541,20230425,20230507,20230502,26882,28.99
SO56778,530,20230425,20230507,20230502,26882,4.99
SO56778,487,20230425,20230507,20230502,26882,54.99
SO56778,480,20230425,20230507,20230502,26882,2.29
SO56779,538,20230425,20230507,20230502,29379,21.49
SO56779,480,20230425,20230507,20230502,29379,2.29
SO56780,530,20230425,20230507,20230502,28905,4.99
SO56780,225,20230425,20230507,20230502,28905,8.99
SO56781,478,20230425,20230507,20230502,13507,9.99
SO56781,477,20230425,20230507,20230502,13507,4.99
SO56782,485,20230425,20230507,20230502,18322,21.98
SO56783,355,20230425,20230507,20230502,12981,2319.99
SO56783,485,20230425,20230507,20230502,12981,21.98
SO56783,463,20230425,20230507,20230502,12981,24.49
SO56784,568,20230425,20230507,20230502,27825,742.35
SO56784,486,20230425,20230507,20230502,27825,159.00
SO56785,587,20230425,20230507,20230502,16708,769.49
SO56785,477,20230425,20230507,20230502,16708,4.99
SO56785,489,20230425,20230507,20230502,16708,53.99
SO56786,374,20230425,20230507,20230502,19596,2443.35
SO56786,217,20230425,20230507,20230502,19596,34.99
SO56787,378,20230425,20230507,20230502,19096,2443.35
SO56787,479,20230425,20230507,20230502,19096,8.99
SO56787,477,20230425,20230507,20230502,19096,4.99
SO56787,487,20230425,20230507,20230502,19096,54.99
SO56788,363,20230425,20230507,20230502,12009,2294.99
SO56788,485,20230425,20230507,20230502,12009,21.98
SO56788,217,20230425,20230507,20230502,12009,34.99
SO56788,463,20230425,20230507,20230502,12009,24.49
SO56789,363,20230425,20230507,20230502,12338,2294.99
SO56789,485,20230425,20230507,20230502,12338,21.98
SO56789,483,20230425,20230507,20230502,12338,120.00
SO56790,576,20230425,20230507,20230502,24990,2384.07
SO56790,541,20230425,20230507,20230502,24990,28.99
SO56790,530,20230425,20230507,20230502,24990,4.99
SO56790,237,20230425,20230507,20230502,24990,49.99
SO56791,605,20230425,20230507,20230502,22091,539.99
SO56791,482,20230425,20230507,20230502,22091,8.99
SO56792,382,20230425,20230507,20230502,23747,1120.49
SO56792,479,20230425,20230507,20230502,23747,8.99
SO56792,477,20230425,20230507,20230502,23747,4.99
SO56792,484,20230425,20230507,20230502,23747,7.95
SO56793,606,20230425,20230507,20230502,22506,539.99
SO56793,538,20230425,20230507,20230502,22506,21.49
SO56794,563,20230425,20230507,20230502,15693,2384.07
SO56794,214,20230425,20230507,20230502,15693,34.99
SO56794,225,20230425,20230507,20230502,15693,8.99
SO56795,562,20230425,20230507,20230502,12307,2384.07
SO56795,479,20230425,20230507,20230502,12307,8.99
SO56795,477,20230425,20230507,20230502,12307,4.99
SO56795,463,20230425,20230507,20230502,12307,24.49
SO56796,382,20230426,20230508,20230503,23541,1120.49
SO56796,222,20230426,20230508,20230503,23541,34.99
SO56797,363,20230426,20230508,20230503,12630,2294.99
SO56797,537,20230426,20230508,20230503,12630,35.00
SO56797,528,20230426,20230508,20230503,12630,4.99
SO56798,225,20230426,20230508,20230503,11519,8.99
SO56799,536,20230426,20230508,20230503,16674,29.99
SO56799,528,20230426,20230508,20230503,16674,4.99
SO56799,480,20230426,20230508,20230503,16674,2.29
SO56800,537,20230426,20230508,20230503,21186,35.00
SO56801,536,20230426,20230508,20230503,17318,29.99
SO56801,528,20230426,20230508,20230503,17318,4.99
SO56802,474,20230426,20230508,20230503,13614,69.99
SO56802,482,20230426,20230508,20230503,13614,8.99
SO56803,475,20230426,20230508,20230503,26432,69.99
SO56803,490,20230426,20230508,20230503,26432,53.99
SO56804,478,20230426,20230508,20230503,15787,9.99
SO56804,477,20230426,20230508,20230503,15787,4.99
SO56804,222,20230426,20230508,20230503,15787,34.99
SO56804,491,20230426,20230508,20230503,15787,53.99
SO56805,479,20230426,20230508,20230503,19627,8.99
SO56805,477,20230426,20230508,20230503,19627,4.99
SO56806,376,20230426,20230508,20230503,20710,2443.35
SO56806,479,20230426,20230508,20230503,20710,8.99
SO56806,477,20230426,20230508,20230503,20710,4.99
SO56807,480,20230426,20230508,20230503,11634,2.29
SO56808,529,20230426,20230508,20230503,25171,3.99
SO56808,540,20230426,20230508,20230503,25171,32.60
SO56809,535,20230426,20230508,20230503,25893,24.99
SO56810,540,20230426,20230508,20230503,24396,32.60
SO56810,529,20230426,20230508,20230503,24396,3.99
SO56810,480,20230426,20230508,20230503,24396,2.29
SO56811,535,20230426,20230508,20230503,25336,24.99
SO56812,528,20230426,20230508,20230503,22367,4.99
SO56812,536,20230426,20230508,20230503,22367,29.99
SO56812,222,20230426,20230508,20230503,22367,34.99
SO56813,474,20230426,20230508,20230503,20184,69.99
SO56813,490,20230426,20230508,20230503,20184,53.99
SO56814,465,20230426,20230508,20230503,11719,24.49
SO56814,474,20230426,20230508,20230503,11719,69.99
SO56815,475,20230426,20230508,20230503,18853,69.99
SO56816,477,20230426,20230508,20230503,11091,4.99
SO56817,528,20230426,20230508,20230503,16134,4.99
SO56817,481,20230426,20230508,20230503,16134,8.99
SO56818,528,20230426,20230508,20230503,15431,4.99
SO56818,480,20230426,20230508,20230503,15431,2.29
SO56819,485,20230426,20230508,20230503,14094,21.98
SO56820,528,20230426,20230508,20230503,26700,4.99
SO56820,480,20230426,20230508,20230503,26700,2.29
SO56821,485,20230426,20230508,20230503,13914,21.98
SO56821,228,20230426,20230508,20230503,13914,49.99
SO56822,485,20230426,20230508,20230503,16193,21.98
SO56822,471,20230426,20230508,20230503,16193,63.50
SO56823,475,20230426,20230508,20230503,28725,69.99
SO56823,225,20230426,20230508,20230503,28725,8.99
SO56824,539,20230426,20230508,20230503,16438,24.99
SO56825,538,20230426,20230508,20230503,21095,21.49
SO56825,480,20230426,20230508,20230503,21095,2.29
SO56825,484,20230426,20230508,20230503,21095,7.95
SO56826,529,20230426,20230508,20230503,27945,3.99
SO56826,225,20230426,20230508,20230503,27945,8.99
SO56827,529,20230426,20230508,20230503,24108,3.99
SO56828,541,20230426,20230508,20230503,14553,28.99
SO56828,530,20230426,20230508,20230503,14553,4.99
SO56828,217,20230426,20230508,20230503,14553,34.99
SO56829,530,20230426,20230508,20230503,15444,4.99
SO56829,237,20230426,20230508,20230503,15444,49.99
SO56830,528,20230426,20230508,20230503,11505,4.99
SO56830,537,20230426,20230508,20230503,11505,35.00
SO56830,222,20230426,20230508,20230503,11505,34.99
SO56831,537,20230426,20230508,20230503,12932,35.00
SO56831,528,20230426,20230508,20230503,12932,4.99
SO56832,485,20230426,20230508,20230503,16241,21.98
SO56832,217,20230426,20230508,20230503,16241,34.99
SO56833,222,20230426,20230508,20230503,12234,34.99
SO56834,376,20230426,20230508,20230503,20376,2443.35
SO56834,540,20230426,20230508,20230503,20376,32.60
SO56835,359,20230426,20230508,20230503,11690,2294.99
SO56835,485,20230426,20230508,20230503,11690,21.98
SO56835,481,20230426,20230508,20230503,11690,8.99
SO56836,363,20230426,20230508,20230503,11623,2294.99
SO56836,528,20230426,20230508,20230503,11623,4.99
SO56836,537,20230426,20230508,20230503,11623,35.00
SO56836,217,20230426,20230508,20230503,11623,34.99
SO56837,579,20230426,20230508,20230503,11388,1214.85
SO56837,491,20230426,20230508,20230503,11388,53.99
SO56838,225,20230426,20230508,20230503,16404,8.99
SO56838,577,20230426,20230508,20230503,16404,1214.85
SO56839,583,20230426,20230508,20230503,23116,1700.99
SO56839,489,20230426,20230508,20230503,23116,53.99
SO56840,605,20230426,20230508,20230503,20983,539.99
SO56840,538,20230426,20230508,20230503,20983,21.49
SO56840,529,20230426,20230508,20230503,20983,3.99
SO56840,214,20230426,20230508,20230503,20983,34.99
SO56841,584,20230426,20230508,20230503,28205,539.99
SO56841,473,20230426,20230508,20230503,28205,63.50
SO56842,380,20230426,20230508,20230503,19105,2443.35
SO56842,214,20230426,20230508,20230503,19105,34.99
SO56843,372,20230426,20230508,20230503,19568,2443.35
SO56843,540,20230426,20230508,20230503,19568,32.60
SO56843,529,20230426,20230508,20230503,19568,3.99
SO56843,480,20230426,20230508,20230503,19568,2.29
SO56844,376,20230426,20230508,20230503,19577,2443.35
SO56844,477,20230426,20230508,20230503,19577,4.99
SO56844,479,20230426,20230508,20230503,19577,8.99
SO56844,480,20230426,20230508,20230503,19577,2.29
SO56845,563,20230426,20230508,20230503,24818,2384.07
SO56845,489,20230426,20230508,20230503,24818,53.99
SO56846,605,20230426,20230508,20230503,22888,539.99
SO56847,604,20230426,20230508,20230503,22067,539.99
SO56848,388,20230426,20230508,20230503,19984,1120.49
SO56848,488,20230426,20230508,20230503,19984,53.99
SO56848,225,20230426,20230508,20230503,19984,8.99
SO56849,390,20230426,20230508,20230503,19518,1120.49
SO56849,228,20230426,20230508,20230503,19518,49.99
SO56849,465,20230426,20230508,20230503,19518,24.49
SO56850,574,20230426,20230508,20230503,28365,2384.07
SO56850,479,20230426,20230508,20230503,28365,8.99
SO56850,477,20230426,20230508,20230503,28365,4.99
SO56850,214,20230426,20230508,20230503,28365,34.99
